Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
MIKA,Kino Indonesia Tbk.,12/11/2015,1428571500,Utama,Consumer Non-Cyclicals,1660,2.37E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/11/2015,11/18/2022
MINA,Bank Jago Tbk.,1/12/2016,13717687500,Pengembangan,Financials,6125,8.40E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/12/2016,11/18/2022
MIRA,Mitra Pemuda Tbk.,2/10/2016,770000000,Pengembangan,Infrastructures,244,1.88E+11,,,,,2/10/2016,11/18/2022
MITI,Mahaka Radio Integra Tbk.,2/11/2016,5252644000,Pengembangan,Consumer Cyclicals,157,8.25E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/11/2016,11/18/2022
MKNT,Bank Ganesha Tbk.,5/12/2016,16303371203,Pengembangan,Financials,100,1.63E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/12/2016,11/18/2022
MKPI,Cikarang Listrindo Tbk.,6/14/2016,16087156000,Pengembangan,Infrastructures,680,1.09E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/14/2016,11/18/2022
MKTR,Sillo Maritime Perdana Tbk.,6/16/2016,2719790000,Pengembangan,Energy,840,2.28E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/16/2016,11/18/2022
MLBI,Duta Intidaya Tbk.,6/28/2016,2420547025,Pengembangan,Consumer Non-Cyclicals,232,5.62E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/28/2016,11/18/2022
MLIA,Graha Andrasentra Propertindo ,6/29/2016,22581909405,Pengembangan,Consumer Cyclicals,50,1.13E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/29/2016,11/18/2022
MLPL,Protech Mitra Perkasa Tbk.,7/18/2016,358600000,Pengembangan,Infrastructures,890,3.19E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/18/2016,11/18/2022
MLPT,Capital Financial Indonesia Tb,7/19/2016,54476269803,Pengembangan,Financials,765,4.17E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/19/2016,11/18/2022
MMLP,Indo Komoditi Korpora Tbk.,9/6/2016,1438370465,Pengembangan,Basic Materials,53,76233634645,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/6/2016,11/18/2022
MNCN,Waskita Beton Precast Tbk.,9/20/2016,26361157534,Utama,Basic Materials,95,2.50E+12,11/1/2021 9:00,2/4/2022 15:59,4/16/2020 9:00,4/15/2022 16:00,9/20/2016,11/18/2022
MOLI,Aneka Gas Industri Tbk.,9/28/2016,3066660000,Utama,Basic Materials,2070,6.35E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/28/2016,11/18/2022
MORA,Paramita Bangun Sarana Tbk.,9/28/2016,1500000000,Utama,Infrastructures,304,4.56E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/28/2016,11/18/2022
MPMX,Prodia Widyahusada Tbk.,12/7/2016,937500000,Utama,Healthcare,5775,5.41E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/7/2016,11/18/2022
MPOW,Bintang Oto Global Tbk.,12/19/2016,3803526210,Pengembangan,Consumer Cyclicals,1280,4.87E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/19/2016,11/18/2022
MPPA,Nusantara Pelabuhan Handal Tbk,3/16/2017,2813941985,Pengembangan,Infrastructures,995,2.80E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/16/2017,11/18/2022
MPRO,Industri dan Perdagangan Bintr,4/10/2017,15000000000,Utama,Consumer Cyclicals,95,1.43E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/10/2017,11/18/2022
MRAT,Forza Land Indonesia Tbk.,4/28/2017,1984009887,Utama,Properties & Real Estate,50,99200494350,,,4/16/2020 9:00,4/15/2022 16:00,4/28/2017,11/18/2022
MREI,Sanurhasta Mitra Tbk.,4/28/2017,6562500000,Pengembangan,Consumer Cyclicals,50,3.28E+11,11/1/2021 9:00,7/15/2022 15:59,4/16/2020 9:00,7/15/2022 16:00,4/28/2017,11/18/2022
MSIN,Sariguna Primatirta Tbk.,5/5/2017,12000000000,Utama,Consumer Non-Cyclicals,620,7.44E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/5/2017,11/18/2022
MSKY,Cahayasakti Investindo Sukses ,5/10/2017,1307000000,Pengembangan,Properties & Real Estate,75,98025000000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/10/2017,11/18/2022
MTDL,Pelayaran Tamarin Samudra Tbk.,5/10/2017,37500000000,Pengembangan,Energy,50,1.88E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/10/2017,11/18/2022
MTEL,Terregra Asia Energy Tbk.,5/16/2017,2750000000,Utama,Infrastructures,50,1.38E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/16/2017,11/18/2022
MTFN,Alfa Energi Investama Tbk.,6/9/2017,1475363179,Pengembangan,Energy,236,3.48E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/9/2017,11/18/2022
MTLA,Totalindo Eka Persada Tbk.,6/16/2017,33330000000,Utama,Infrastructures,50,1.67E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/16/2017,11/18/2022
MTMH,Kirana Megatara Tbk.,6/19/2017,8215366379,Pengembangan,Basic Materials,268,2.20E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/19/2017,11/18/2022
MTPS,Armidian Karyatama Tbk.,6/21/2017,9006250000,Pengembangan,Properties & Real Estate,50,4.50E+11,,,,,6/21/2017,11/18/2022
MTRA,Hartadinata Abadi Tbk.,6/21/2017,4605262400,Utama,Consumer Cyclicals,206,9.49E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/21/2017,11/18/2022
MTSM,MAP Boga Adiperkasa Tbk.,6/21/2017,2170922900,Pengembangan,Consumer Cyclicals,1760,3.82E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/21/2017,11/18/2022
MTWI,Integra Indocabinet Tbk.,6/21/2017,6362500000,Utama,Consumer Cyclicals,396,2.52E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/21/2017,11/18/2022
MYOH,Buyung Poetra Sembada Tbk.,6/22/2017,9677752680,Utama,Consumer Non-Cyclicals,125,1.21E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/22/2017,11/18/2022
MYOR,Marga Abhinaya Abadi Tbk.,6/22/2017,15365229912,Pengembangan,Consumer Cyclicals,50,7.68E+11,,,,,6/22/2017,11/18/2022
MYRX,Megapower Makmur Tbk.,7/5/2017,816997053,Pengembangan,Infrastructures,89,72712737717,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/5/2017,11/18/2022
MYTX,Mark Dynamics Indonesia Tbk.,7/12/2017,3800000310,Utama,Industrials,710,2.70E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/12/2017,11/18/2022
NANO,Andalan Perkasa Abadi Tbk.,8/7/2017,11004929322,Pengembangan,Consumer Cyclicals,50,5.50E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,8/7/2017,11/18/2022
NASA,Emdeki Utama Tbk.,9/25/2017,2530150002,Utama,Basic Materials,193,4.88E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/25/2017,11/18/2022
NASI,Trisula Textile Industries Tbk,10/3/2017,7250000000,Pengembangan,Consumer Cyclicals,139,1.01E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/3/2017,11/18/2022
NATO,Kioson Komersial Indonesia Tbk,10/5/2017,717239900,Pengembangan,Technology,410,2.94E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/5/2017,11/18/2022
NELY,Garuda Maintenance Facility Ae,10/10/2017,28233511500,Utama,Infrastructures,65,1.84E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/10/2017,11/18/2022
NETV,Malacca Trust Wuwungan Insuran,10/12/2017,1525819116,Pengembangan,Financials,140,2.14E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/12/2017,11/18/2022
NFCX,Kapuas Prima Coal Tbk.,10/16/2017,25250000000,Pengembangan,Basic Materials,50,1.26E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/16/2017,11/18/2022
NICK,M Cash Integrasi Tbk.,11/1/2017,867933300,Pengembangan,Technology,8650,7.51E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/1/2017,11/18/2022
NICL,PP Presisi Tbk.,11/24/2017,10224271000,Utama,Infrastructures,143,1.46E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/24/2017,11/18/2022
NIKL,Wijaya Karya Bangunan Gedung T,11/30/2017,9572000000,Utama,Infrastructures,165,1.58E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/30/2017,11/18/2022
NIPS,Pelita Samudera Shipping Tbk.,12/5/2017,5417063153,Utama,Energy,590,3.20E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/5/2017,11/18/2022
NIRO,Dwi Guna Laksana Tbk.,12/13/2017,9244722556,Pengembangan,Energy,210,1.94E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/13/2017,11/18/2022
NISP,Panca Budi Idaman Tbk.,12/13/2017,1875000000,Utama,Basic Materials,1605,3.01E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/13/2017,11/18/2022
NOBU,Asuransi Jiwa Syariah Jasa Mit,12/18/2017,1000000000,Pengembangan,Financials,120,1.20E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/18/2017,11/18/2022
NPGF,Campina Ice Cream Industry Tbk,12/19/2017,5885000000,Utama,Consumer Non-Cyclicals,288,1.69E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/19/2017,11/18/2022
NRCA,Jasa Armada Indonesia Tbk.,12/22/2017,5284811100,Utama,Infrastructures,284,1.50E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/22/2017,11/18/2022
NTBK,Prima Cakrawala Abadi Tbk.,12/29/2017,1166666700,Pengembangan,Consumer Non-Cyclicals,140,1.63E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/29/2017,11/18/2022
NUSA,LCK Global Kedaton Tbk.,1/16/2018,1000000000,Pengembangan,Infrastructures,310,3.10E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/16/2018,11/18/2022
NZIA,Borneo Olah Sarana Sukses Tbk.,2/15/2018,1400000000,Pengembangan,Energy,60,84000000000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/15/2018,11/18/2022
OASA,Jaya Trishindo Tbk.,3/27/2018,832862387,Pengembangan,Transportation & Logistic,264,2.20E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/27/2018,11/18/2022
OBMD,Sky Energy Indonesia Tbk.,3/28/2018,2032540000,Utama,Energy,52,1.06E+11,11/1/2021 9:00,7/29/2022 15:59,4/16/2020 9:00,7/29/2022 16:00,3/28/2018,11/18/2022
OCAP,Indah Prakasa Sentosa Tbk.,4/6/2018,650000000,Pengembangan,Energy,800,5.20E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/6/2018,11/18/2022
OILS,Gihon Telekomunikasi Indonesia,4/9/2018,550000000,Utama,Infrastructures,1970,1.08E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/9/2018,11/18/2022
OKAS,Tridomain Performance Material,4/9/2018,10485050500,Utama,Basic Materials,119,1.25E+12,,,4/16/2020 9:00,4/15/2022 16:00,4/9/2018,11/18/2022
OLIV,Dafam Property Indonesia Tbk.,4/27/2018,1899852850,Pengembangan,Consumer Cyclicals,117,2.22E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/27/2018,11/18/2022
OMED,Charnic Capital Tbk.,5/2/2018,651150000,Pengembangan,Financials,252,1.64E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/2/2018,11/18/2022
OMRE,Bank BTPN Syariah Tbk.,5/8/2018,7626663000,Utama,Financials,3090,2.36E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/8/2018,11/18/2022
OPMS,Bank Syariah Indonesia Tbk.,5/9/2018,40717924372,Utama,Financials,1355,5.52E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/9/2018,11/18/2022
PADI,Surya Pertiwi Tbk.,5/14/2018,2700000000,Pengembangan,Industrials,590,1.59E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/14/2018,11/18/2022
PALM,Royal Prima Tbk.,5/15/2018,3393434905,Pengembangan,Healthcare,202,6.85E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/15/2018,11/18/2022
PAMG,Medikaloka Hermina Tbk.,5/16/2018,14920000000,Utama,Healthcare,1415,2.11E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/16/2018,11/18/2022
PANI,Sarimelati Kencana Tbk.,5/23/2018,3021875000,Utama,Consumer Cyclicals,535,1.62E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/23/2018,11/18/2022
PANR,Guna Timur Raya Tbk.,5/23/2018,435000000,Pengembangan,Transportation & Logistic,108,46980000000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/23/2018,11/18/2022
PANS,Asuransi Tugu Pratama Indonesi,5/28/2018,1777777800,Pengembangan,Financials,2190,3.89E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/28/2018,11/18/2022
PBID,Steadfast Marine Tbk.,6/8/2018,1069009400,Utama,Industrials,50,53450470000,,,4/16/2020 9:00,4/15/2022 16:00,6/8/2018,11/18/2022
PBRX,MNC Digital Entertainment Tbk.,6/8/2018,11444400000,Utama,Consumer Cyclicals,4970,5.69E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/8/2018,11/18/2022
PBSA,Sriwahana Adityakarta Tbk.,6/8/2018,3019200000,Pengembangan,Basic Materials,54,1.63E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/8/2018,11/18/2022
PCAR,Trimuda Nuansa Citra Tbk.,6/28/2018,421640000,Pengembangan,Transportation & Logistic,392,1.65E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/28/2018,11/18/2022
PDES,Map Aktif Adiperkasa Tbk.,7/5/2018,2850400000,Pengembangan,Consumer Cyclicals,3530,1.01E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/5/2018,11/18/2022
PDPP,Transcoal Pacific Tbk.,7/6/2018,5000000000,Pengembangan,Energy,9375,4.69E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/6/2018,11/18/2022
PEGE,Batavia Prosperindo Trans Tbk.,7/9/2018,1550000000,Utama,Transportation & Logistic,224,3.47E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/9/2018,11/18/2022
PEHA,Indonesia Kendaraan Terminal T,7/9/2018,1818384820,Utama,Infrastructures,590,1.07E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/9/2018,11/18/2022
PGAS,Jaya Sukses Makmur Sentosa Tbk,7/9/2018,10945000000,Pengembangan,Consumer Cyclicals,930,1.02E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/9/2018,11/18/2022
PGJO,Pollux Properties Indonesia Tb,7/11/2018,8318823600,Utama,Properties & Real Estate,334,2.78E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/11/2018,11/18/2022
PGLI,Mahkota Group Tbk.,7/12/2018,3554445700,Utama,Consumer Non-Cyclicals,795,2.83E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/12/2018,11/18/2022
PGUN,NFC Indonesia Tbk.,7/12/2018,666667500,Pengembangan,Technology,10000,6.67E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,7/12/2018,11/18/2022
PICO,Sinergi Megah Internusa Tbk.,7/12/2018,7700000148,Pengembangan,Consumer Cyclicals,50,3.85E+11,,,4/16/2020 9:00,4/15/2022 16:00,7/12/2018,11/18/2022
PJAA,MD Pictures Tbk.,8/7/2018,9511217000,Utama,Consumer Cyclicals,2450,2.33E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,8/7/2018,11/18/2022
PKPK,Andira Agro Tbk.,8/16/2018,9350000000,Pengembangan,Consumer Non-Cyclicals,50,4.68E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,8/16/2018,11/18/2022
PLAN,Trimitra Propertindo Tbk.,8/23/2018,2792620000,Pengembangan,Properties & Real Estate,50,1.40E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,8/23/2018,11/18/2022
PLAS,Madusari Murni Indah Tbk.,8/30/2018,2724036581,Pengembangan,Basic Materials,258,7.03E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,8/30/2018,11/18/2022
PLIN,Arkadia Digital Media Tbk.,9/18/2018,1625000000,Pengembangan,Consumer Cyclicals,50,81250000000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/18/2018,11/18/2022
PMJS,Pratama Abadi Nusa Industri Tb,9/18/2018,410000000,Pengembangan,Consumer Non-Cyclicals,1175,4.82E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/18/2018,11/18/2022
PMMP,Natura City Developments Tbk.,9/28/2018,5405188966,Utama,Properties & Real Estate,145,7.84E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,9/28/2018,11/18/2022
PNBN,Satria Antaran Prima Tbk.,10/3/2018,833333300,Pengembangan,Transportation & Logistic,750,6.25E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/3/2018,11/18/2022
PNBS,Cottonindo Ariesta Tbk.,10/5/2018,768043253,Pengembangan,Consumer Non-Cyclicals,62,47618681686,,,4/16/2020 9:00,4/15/2022 16:00,10/5/2018,11/18/2022
PNGO,Super Energy Tbk.,10/5/2018,1497576771,Pengembangan,Energy,1595,2.39E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/5/2018,11/18/2022
PNIN,HK Metals Utama Tbk.,10/9/2018,3221750000,Utama,Basic Materials,50,1.61E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/9/2018,11/18/2022
PNLF,Maha Properti Indonesia Tbk.,10/9/2018,9942500000,Pengembangan,Properties & Real Estate,1755,1.74E+13,11/1/2021 9:00,11/4/2022 15:59,4/16/2020 9:00,11/4/2022 16:00,10/9/2018,11/18/2022
PNSE,Jaya Bersama Indo Tbk.,10/10/2018,1283330000,Utama,Consumer Cyclicals,176,2.26E+11,,,4/16/2020 9:00,4/15/2022 16:00,10/10/2018,11/18/2022
POLA,Garudafood Putra Putri Jaya Tb,10/10/2018,36897901455,Utama,Consumer Non-Cyclicals,535,1.97E+13,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/10/2018,11/18/2022
POLI,Superkrane Mitra Utama Tbk.,10/11/2018,1500000000,Pengembangan,Industrials,2030,3.05E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/11/2018,11/18/2022
POLL,Yelooo Integra Datanet Tbk.,10/29/2018,1912774405,Pengembangan,Consumer Cyclicals,91,1.74E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/29/2018,11/18/2022
POLU,Cahayaputra Asa Keramik Tbk.,10/31/2018,1203300219,Pengembangan,Industrials,232,2.79E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,10/31/2018,11/18/2022
POLY,Kota Satu Properti Tbk.,11/5/2018,1375000000,Pengembangan,Properties & Real Estate,72,99000000000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/5/2018,11/18/2022
POOL,Shield On Service Tbk.,11/6/2018,660098805,Pengembangan,Industrials,492,3.25E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/6/2018,11/18/2022
PORT,Dewata Freightinternational Tb,11/11/2018,1146170959,Pengembangan,Transportation & Logistic,50,57308547950,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/12/2018,11/18/2022
POSA,Pool Advista Finance Tbk.,11/16/2018,2729385000,Pengembangan,Financials,95,2.59E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/16/2018,11/18/2022
POWR,Distribusi Voucher Nusantara T,11/27/2018,1428571400,Pengembangan,Technology,1055,1.51E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/27/2018,11/18/2022
PPGL,Sentral Mitra Informatika Tbk.,11/28/2018,715749640,Pengembangan,Technology,160,1.15E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,11/28/2018,11/18/2022
PPRE,Satria Mega Kencana Tbk.,12/10/2018,1000000075,Pengembangan,Consumer Cyclicals,290,2.90E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/10/2018,11/18/2022
PPRO,Urban Jakarta Propertindo Tbk.,12/10/2018,3232122640,Pengembangan,Properties & Real Estate,175,5.66E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/10/2018,11/18/2022
PRAS,Mega Perintis Tbk.,12/12/2018,870171478,Pengembangan,Consumer Cyclicals,1145,9.96E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/12/2018,11/18/2022
PRAY,Phapros Tbk.,12/26/2018,840000000,Utama,Healthcare,810,6.80E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,12/26/2018,11/18/2022
PRDA,Sentra Food Indonesia Tbk.,1/8/2019,650000000,Pengembangan,Consumer Non-Cyclicals,118,76700000000,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/8/2019,11/18/2022
PRIM,Estika Tata Tiara Tbk.,1/10/2019,1884312595,Pengembangan,Consumer Non-Cyclicals,60,1.13E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/10/2019,11/18/2022
PSAB,Pollux Hotels Group Tbk.,1/10/2019,2010526400,Pengembangan,Properties & Real Estate,875,1.76E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/10/2019,11/18/2022
PSDN,Citra Putra Realty Tbk.,1/18/2019,2570000000,Pengembangan,Consumer Cyclicals,695,1.79E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/18/2019,11/18/2022
PSGO,Surya Permata Andalan Tbk.,1/18/2019,8001111504,Pengembangan,Consumer Cyclicals,510,4.08E+12,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,1/18/2019,11/18/2022
PSKT,Armada Berjaya Trans Tbk.,2/21/2019,750000210,Pengembangan,Transportation & Logistic,104,78000021840,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,2/21/2019,11/18/2022
PSSI,Wahana Interfood Nusantara Tbk,3/20/2019,889863981,Pengembangan,Consumer Non-Cyclicals,274,2.44E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,3/20/2019,11/18/2022
PTBA,Meta Epsi Tbk.,4/10/2019,2084850829,Pengembangan,Infrastructures,50,1.04E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/10/2019,11/18/2022
PTDU,Capri Nusa Satu Properti Tbk.,4/11/2019,2433379958,Pengembangan,Properties & Real Estate,50,1.22E+11,10/3/2022 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/11/2019,11/18/2022
PTIS,Menteng Heritage Realty Tbk.,4/12/2019,5958750000,Pengembangan,Consumer Cyclicals,53,3.16E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,4/12/2019,11/18/2022
PTPP,Bliss Properti Indonesia Tbk.,5/10/2019,8388870206,Pengembangan,Properties & Real Estate,50,4.19E+11,,,4/16/2020 9:00,4/15/2022 16:00,5/10/2019,11/18/2022
PTPW,Jasnita Telekomindo Tbk.,5/16/2019,813626700,Pengembangan,Infrastructures,92,74853656400,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,5/16/2019,11/18/2022
PTRO,Hotel Fitra International Tbk.,6/11/2019,726130099,Pengembangan,Consumer Cyclicals,322,2.34E+11,11/1/2021 9:00,11/18/2022 15:59,4/16/2020 9:00,11/18/2022 16:00,6/11/2019,11/18/2022
